id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q14946265,President of Bulgaria,Q219,Q219,Q125973,Q127403,1990-04-03,,,,President of Bulgaria
Q125973,Vice President of Bulgaria,Q219,Q219,,,1990-08-01,,,,Vice President of Bulgaria
Q4404583,Prime Minister of Bulgaria,Q219,Q219,,Q725436,1879-07-17,,Q83529115,,Prime Minister of Bulgaria
Q12280307,Deputy Prime Minister of Bulgaria,Q219,Q219,,,,,,,
Q110153764,Deputy Prime Minister for Climate Policies,Q219,Q219,,,,,,,
Q107657677,Deputy Prime Minister for Economic and Social Policies,Q219,Q219,,,,,,,
Q110153748,Deputy Prime Minister for Economy and Industry,Q219,Q219,,,,,,,
Q107657668,Deputy Prime Minister for EU Funds Management,Q219,Q219,,,,,,,
Q110153698,Deputy Prime Minister for Good Governance,Q219,Q219,,,,,,,
Q107657698,Deputy Prime Minister for Public Order and Security,Q219,Q219,,,,,,,
Q107657609,Minister of Agriculture,Q219,Q219,,,,,,,
Q25478046,Minister of Culture,Q219,Q219,,,,,,,
Q16157395,Minister of Defense,Q219,Q219,,,,,,,
Q106928375,Minister of Economy,Q219,Q219,,,,,,,
Q4294821,"Minister of Economy, Energy and Tourism",Q219,Q219,,,1999,,,,"Ministry of Economy, Energy and Tourism (Bulgaria)"
Q110153751,Minister of Economy and Industry,Q219,Q219,,,,,,,
Q25478039,Minister of Education and Science,Q219,Q219,,,,,,,
Q20499298,Minister of Energy,Q219,Q219,,,,,,,
Q12286818,Minister of Energy and Energy Resources,Q219,Q219,,,,,,,
Q25478077,Minister of Environment and Water,Q219,Q219,,,,,,,
Q12286847,Minister for European Affairs,,,,,,,,,
Q110153936,Minister of e-Government,Q219,Q219,,,,,,,
Q20675830,Minister of Finance of Bulgaria,Q219,Q219,,,,,,,
Q15916856,Minister of Foreign Affairs of Bulgaria,Q219,Q219,,,,,,,
Q25478063,Minister of Health,Q219,Q219,,,,,,,
Q110153940,Minister of Innovation and Growth,Q219,Q219,,,,,,,
Q27990802,Minister of Interior,Q219,Q219,,,,,,,
Q21027776,Minister of Justice,Q219,Q219,,,,,,,
Q25477936,Minister of Labor and Social Policies,Q219,Q219,,,,,,,
Q25478509,"Minister of Railways, Post and Telegraph",Q219,Q219,,,,,,,
Q107657466,Minister of Regional Development and Public Works,Q219,Q219,,,,,,,
Q110153998,Minister of Sports,Q219,Q219,,,,,,,
Q107657650,Minister of Tourism,Q219,Q219,,,,,,,
Q107657641,Minister of Transport and Communications,Q219,Q219,,,,,,,
Q25478062,Minister of Youth and Sports,Q219,Q219,,,,,,,
Q3108725,Chairperson of the National Assembly of Bulgaria,Q219,Q219,,,,,,,Chairperson of the National Assembly of Bulgaria
Q16163457,Chief of the Defence,Q219,Q219,,,,,,,
Q109467212,Governor of the Bulgarian National Bank,Q219,,,,,,,,
Q75040580,Mayor of Sofia Capital Municipality,,Q4442915,,,,,,,
