item,itemLabel,startDate,endDate,psid
Q12272540,Атанас Атанасов (политик),2021-12-13,,Q12272540-4E840A20-465A-4D07-A158-AD622F4C28B3
Q12280659,Ивайло Знеполски,2013-03-13,2013-05-29,Q12280659-17D19316-8841-4114-BDD0-50DF61D7CD48
Q12280659,Ивайло Знеполски,1993-06-23,1995-01-25,Q12280659-1AB52F8C-A92A-471A-BD43-7F675F6138CC
Q12290597,Петър Стоянович,2013-05-29,2014-08-06,Q12290597-46103ff1-6085-4fea-aa5f-319e2eb1fb3e
Q12292199,Рашко Младенов,2017-01-27,2017-05-04,Q12292199-535CC83A-2AE9-45C0-9828-8B02CE8DE4BC
Q17409338,Мартин Иванов,2014-08-06,2014-11-07,Q17409338-9ee89bf4-4d60-ac80-4e0c-4852d5ad926d
Q42405440,Боил Банов,2017-05-04,2021-05-12,Q42405440-9679d716-4b1a-2767-a5b0-8c7e9f48a6d1
Q446534,Людмила Живкова,1971-07-09,1981-07-21,Q446534-3afa1bb8-4cf4-6d0b-f093-08fd6478f3bd
Q58660831,Велислав Минеков,2021-05-12,2021-12-13,Q58660831-8D994254-8379-4DFF-A5F6-263A8D38ADE5
Q600326,Стефан Данаилов,2005-08-16,2009-07-27,Q600326-7FD4A111-B823-4598-BB28-13364383CD3B
