item,itemLabel,startDate,endDate
Q362129,Ivan Kostov,1997-05-21,2001-07-24
Q1060355,Simeon Sakskoburggotski,2001-07-24,2005-08-17
Q202117,Sergey Stanishev,2005-08-17,2009-07-27
Q57775,Boyko Borisov,2009-07-27,2013-03-13
Q7083153,Marin Raykov,2013-03-13,2013-05-29
Q11832497,Plamen Oresharski,2013-05-29,2014-08-06
Q5547113,Georgi Bliznashki,2014-08-06,2014-11-07
Q57775,Boyko Borisov,2014-11-07,2017-01-27
Q12289150,Ognyan Gerdzhikov,2017-01-27,2017-05-04
Q57775,Boyko Borisov,2017-05-04,2021-05-12
Q28055319,Stefan Yanev,2021-05-12,2021-12-13
Q106928258,Kiril Petkov,2021-12-13,
